Unnamed: 0,Unnamed: 1,Channel,Watch time (mins),Stream time (mins),Peak viewers,Average viewers,Followers,Followers gained,Views gained,Status,Mature,Language,URL
11,https://static-cdn.jtvnw.net/jtv_user_pictures/b3fc1f16-0818-4121-8711-c31b9469bc21-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,GamesDoneQuick,2511646530,68250,219649,36800,2071075,230380,58860871.0,Partner,False,English,https://www.twitch.tv/gamesdonequick
12,https://static-cdn.jtvnw.net/jtv_user_pictures/38e925fc-0b07-4e1e-82e2-6639e01344f3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,LIRIK,2509686420,119040,89170,21082,2996817,209973,49899542.0,Partner,False,English,https://www.twitch.tv/lirik
13,https://static-cdn.jtvnw.net/jtv_user_pictures/b04e20be-6c0b-4379-b163-7f9a928e03f0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,NICKMERCS,2412139740,127215,88144,18960,6766464,1018492,44552109.0,Partner,False,English,https://www.twitch.tv/nickmercs
14,https://static-cdn.jtvnw.net/jtv_user_pictures/7dcd89d5-6700-4b05-b9c9-c7dac61c32db-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,TimTheTatman,2332204020,110040,95700,21193,7612246,1010717,50378804.0,Partner,False,English,https://www.twitch.tv/timthetatman
15,https://static-cdn.jtvnw.net/jtv_user_pictures/f3591dbe4ee3d94b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,loltyler1,2084987715,105270,89387,19805,5496662,827723,43379297.0,Partner,False,English,https://www.twitch.tv/loltyler1
16,https://static-cdn.jtvnw.net/user-default-pictures-uv/215b7342-def9-11e9-9a66-784f43822e80-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,dakotaz,1902811515,147675,79966,12884,4637303,1015559,33889194.0,Partner,False,English,https://www.twitch.tv/dakotaz
17,https://static-cdn.jtvnw.net/jtv_user_pictures/148c3b8a-a78b-4139-a429-7d3d90ce8a27-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,CohhCarnage,1690528845,151035,43615,11192,1714648,140272,32771338.0,Partner,False,English,https://www.twitch.tv/cohhcarnage
18,https://static-cdn.jtvnw.net/jtv_user_pictures/be4e8251-2cd7-453c-8a83-41412cfa48dc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Lord_Kebun,1684689165,143490,40164,11740,708949,313341,19120428.0,Partner,False,English,https://www.twitch.tv/lord_kebun
19,https://static-cdn.jtvnw.net/jtv_user_pictures/3973e918fe7cc8c8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,MOONMOON,1659814680,134250,40673,12363,1183323,184173,19623107.0,Partner,False,English,https://www.twitch.tv/moonmoon
20,https://static-cdn.jtvnw.net/jtv_user_pictures/72a69c72-14b9-4be8-b8cb-802bc3e5f8ed-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,DrDisrespect,1624033110,74970,97540,21661,4450718,862434,46464024.0,Partner,False,English,https://www.twitch.tv/drdisrespect
21,https://static-cdn.jtvnw.net/jtv_user_pictures/forsen-profile_image-48b43e1e4f54b5c8-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,forsen,1427829945,121575,46569,11743,1784606,199442,25248872.0,Partner,False,English,https://www.twitch.tv/forsen
22,https://static-cdn.jtvnw.net/jtv_user_pictures/8f89b1cc-4c97-4e2b-a6d8-b288f3963bc5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Castro_1021,1399984995,88500,108599,15818,3716579,451658,22607930.0,Partner,False,English,https://www.twitch.tv/castro_1021
23,https://static-cdn.jtvnw.net/jtv_user_pictures/96c7735e-81d8-4799-b99a-f5fc0a09ea64-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,PlayHearthstone,1398944115,80460,135243,17386,868451,132549,57311331.0,Partner,False,English,https://www.twitch.tv/playhearthstone
24,https://static-cdn.jtvnw.net/jtv_user_pictures/b8d29c69-1398-4641-9a62-39c2de7296b5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,StarLadder_cs_en,1382653650,52950,329195,26111,944852,390441,36950160.0,Partner,False,English,https://www.twitch.tv/starladder_cs_en
25,https://static-cdn.jtvnw.net/jtv_user_pictures/401068e0-820a-4d9f-9e7c-1e5563398458-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,nl_Kripp,1330056060,133710,52924,9946,1519568,120347,22425422.0,Partner,False,English,https://www.twitch.tv/nl_kripp
26,https://static-cdn.jtvnw.net/jtv_user_pictures/f170344d-7a60-47fa-8be6-a74e803fcf12-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100,BeyondTheSummit,1319520990,522375,116547,2525,1172951,124355,39141222.0,Partner,False,English,https://www.twitch.tv/beyondthesummit
27,https://static-cdn.jtvnw.net/jtv_user_pictures/a28b0d37-81d0-415a-8ed8-1a1f998ea26d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Fextralife,1292529390,103155,48467,12529,1600214,96417,430356036.0,Partner,False,English,https://www.twitch.tv/fextralife
28,https://static-cdn.jtvnw.net/jtv_user_pictures/a6d8c949-cf8d-4e7a-9f92-b7c81002d499-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Vader,1243243275,168375,50421,7383,456694,289065,16242366.0,Partner,False,English,https://www.twitch.tv/vader
29,https://static-cdn.jtvnw.net/jtv_user_pictures/yassuo-profile_image-cfd7ef046e50e94b-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Yassuo,1179992370,97920,60568,12050,1997969,528923,33500189.0,Partner,False,English,https://www.twitch.tv/yassuo
30,https://static-cdn.jtvnw.net/jtv_user_pictures/a6af42bf-64db-42f6-9db6-88d3e85e4c34-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,DrLupo,1154091900,161010,105810,7167,4396717,878029,43461658.0,Partner,False,English,https://www.twitch.tv/drlupo
31,https://static-cdn.jtvnw.net/jtv_user_pictures/thijs-profile_image-d1855265a6df68d1-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Thijs,1133804880,122640,28869,9244,796420,133152,22072550.0,Partner,False,English,https://www.twitch.tv/thijs
32,https://static-cdn.jtvnw.net/jtv_user_pictures/1d41de3c-731d-41ae-b0e7-615ad74db8f3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Symfuhny,1116999495,142620,45671,7831,4124272,1195697,26913357.0,Partner,False,English,https://www.twitch.tv/symfuhny
33,https://static-cdn.jtvnw.net/jtv_user_pictures/4a6fb75f-7184-4d73-9ed5-669bc15ebbe2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,dota2ti,1105956510,7965,483530,138851,1328351,147846,17756875.0,Partner,False,English,https://www.twitch.tv/dota2ti
34,https://static-cdn.jtvnw.net/jtv_user_pictures/d57c5237-ca9d-432c-9560-d5e62b28ce80-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,AdmiralBahroo,1104351480,142635,54643,7742,843917,123411,13965981.0,Partner,False,English,https://www.twitch.tv/admiralbahroo
35,https://static-cdn.jtvnw.net/jtv_user_pictures/91e7b44f-d4e8-4121-a19c-e9266358a08a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Method,1078439925,49545,148350,21766,441327,227967,33652276.0,Partner,False,English,https://www.twitch.tv/method
36,https://static-cdn.jtvnw.net/jtv_user_pictures/gorgc-profile_image-469e05d25a1e8594-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,Gorgc,1030974225,138150,24058,7462,774286,132438,17823696.0,Partner,False,English,https://www.twitch.tv/gorgc
37,https://static-cdn.jtvnw.net/jtv_user_pictures/875051f0-fd79-409f-bd1c-5a1eac2f7684-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,DisguisedToast,994458480,90840,38169,10946,2833929,409685,20223713.0,Partner,False,English,https://www.twitch.tv/disguisedtoast
38,https://static-cdn.jtvnw.net/jtv_user_pictures/maximilian_dood-profile_image-c6e12e1798861491-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Maximilian_DOOD,986991840,111045,27773,8887,1361738,152322,13076509.0,Partner,False,English,https://www.twitch.tv/maximilian_dood
39,https://static-cdn.jtvnw.net/jtv_user_pictures/6c5ba4a1-5c61-4ff6-a7f4-ac791c19aef2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,TFBlade,959073765,134850,53026,7111,1235270,438105,28313966.0,Partner,False,English,https://www.twitch.tv/tfblade
40,https://static-cdn.jtvnw.net/jtv_user_pictures/2f5addde-fd0d-4a10-82a9-ea91ebb17f8d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Quin69,947794245,191130,36742,4958,950819,99042,18755201.0,Partner,False,English,https://www.twitch.tv/quin69
41,https://static-cdn.jtvnw.net/jtv_user_pictures/38bcb747-1d2e-42c0-ad59-6f11fa5e8c86-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,RocketLeague,939148410,26295,206681,35715,4852987,270693,31791081.0,Partner,False,English,https://www.twitch.tv/rocketleague
42,https://static-cdn.jtvnw.net/jtv_user_pictures/admiralbulldog-profile_image-888d5b80958e636f-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,AdmiralBulldog,918354705,151155,23395,6075,778902,104093,18188242.0,Partner,False,English,https://www.twitch.tv/admiralbulldog
43,https://static-cdn.jtvnw.net/jtv_user_pictures/75260307-584a-4eb7-99ba-d2708d27795e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,SypherPK,891274365,145800,130401,6112,7228305,870718,24777643.0,Partner,False,English,https://www.twitch.tv/sypherpk
44,https://static-cdn.jtvnw.net/jtv_user_pictures/80542f40-4016-499d-9965-19197a5a0006-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Fortnite,857115045,19830,488539,43222,6362098,1117802,41630649.0,Partner,False,English,https://www.twitch.tv/fortnite
45,https://static-cdn.jtvnw.net/jtv_user_pictures/imaqtpie-profile_image-8efb10b7bed60d76-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,imaqtpie,856540335,170115,26056,5034,2575023,116375,21590766.0,Partner,False,English,https://www.twitch.tv/imaqtpie
46,https://static-cdn.jtvnw.net/jtv_user_pictures/929b9591-07c5-4adb-adf0-5f0897332391-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Rainbow6,852846615,67290,143645,12673,3249894,339870,15109929.0,Partner,False,English,https://www.twitch.tv/rainbow6
47,https://static-cdn.jtvnw.net/jtv_user_pictures/9da37209-4a33-4625-a485-092ae8c00e4c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,callofduty,852845430,33015,170131,25831,2385805,179450,15946548.0,Partner,False,English,https://www.twitch.tv/callofduty
48,https://static-cdn.jtvnw.net/jtv_user_pictures/07156e3d-eac2-4d5f-acc1-8a942a59e6e2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,chocoTaco,849726315,171645,18878,4950,1316236,454559,21765038.0,Partner,False,English,https://www.twitch.tv/chocotaco
49,https://static-cdn.jtvnw.net/jtv_user_pictures/da28bd64-f6a1-4b49-9b6b-0a6faf94c700-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100,Fresh,843843750,156450,20385,5393,4469784,1328834,16517896.0,Community,False,English,https://www.twitch.tv/fresh
50,https://static-cdn.jtvnw.net/jtv_user_pictures/941b4ebc-23c9-4bee-893c-ac636a11ef4f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,dasMEHDI,830411580,208185,12241,3988,463653,92440,5030528.0,Partner,True,English,https://www.twitch.tv/dasmehdi
1,https://static-cdn.jtvnw.net/jtv_user_pictures/xqc-profile_image-9298dca608632101-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,xQc,8847081540,215010,222720,41146,12520525,5364951,132751155.0,Partner,False,English,https://www.twitch.tv/xqc
2,https://static-cdn.jtvnw.net/jtv_user_pictures/99aa4739-21d6-40af-86ae-4b4d3457fce4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,summit1g,6505033950,221550,310998,29361,6401532,1696810,94561929.0,Partner,False,English,https://www.twitch.tv/summit1g
3,https://static-cdn.jtvnw.net/jtv_user_pictures/c1ecbcd5-b8b6-4e0c-9d5f-e01d610aa97d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,ESLCS,4786942590,518580,300575,9230,6807320,892718,128514894.0,Partner,False,English,https://www.twitch.tv/eslcs
4,https://static-cdn.jtvnw.net/jtv_user_pictures/b04e20be-6c0b-4379-b163-7f9a928e03f0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,NICKMERCS,4406970885,127065,163241,34682,6766464,1691981,54622518.0,Partner,False,English,https://www.twitch.tv/nickmercs
5,https://static-cdn.jtvnw.net/jtv_user_pictures/f3591dbe4ee3d94b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,loltyler1,4096418850,143265,105499,28593,5496662,1059740,67469321.0,Partner,False,English,https://www.twitch.tv/loltyler1
6,https://static-cdn.jtvnw.net/jtv_user_pictures/a28b0d37-81d0-415a-8ed8-1a1f998ea26d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Fextralife,4009993485,175785,68795,22811,1600214,445534,720291870.0,Partner,False,English,https://www.twitch.tv/fextralife
7,https://static-cdn.jtvnw.net/jtv_user_pictures/7dcd89d5-6700-4b05-b9c9-c7dac61c32db-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,TimTheTatman,3427872990,106380,335403,32222,7612246,1729529,56882290.0,Partner,False,English,https://www.twitch.tv/timthetatman
8,https://static-cdn.jtvnw.net/jtv_user_pictures/asmongold-profile_image-f7ddcbd0332f5d28-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Asmongold,3316320495,76545,187953,43324,3430784,549313,52747691.0,Partner,False,English,https://www.twitch.tv/asmongold
9,https://static-cdn.jtvnw.net/jtv_user_pictures/f65f290a-d37e-4c33-bc74-de6049eddf55-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Tfue,3147036030,137475,190173,22891,11537464,2429948,73128517.0,Partner,False,English,https://www.twitch.tv/tfue
10,https://static-cdn.jtvnw.net/jtv_user_pictures/fc7b15b2-e400-4e74-8c8b-2ad3725e5770-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,sodapoppin,3136184805,158025,107432,19845,8966121,3359738,45684665.0,Partner,False,English,https://www.twitch.tv/sodapoppin
11,https://static-cdn.jtvnw.net/jtv_user_pictures/0347a9aa-e396-49a5-b0f1-31261704bab8-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,HasanAbi,3112536060,219060,226974,14208,3059503,696043,35128890.0,Partner,False,English,https://www.twitch.tv/hasanabi
12,https://static-cdn.jtvnw.net/jtv_user_pictures/38e925fc-0b07-4e1e-82e2-6639e01344f3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,LIRIK,2960718870,131790,75174,22465,2996817,177286,46539266.0,Partner,False,English,https://www.twitch.tv/lirik
13,https://static-cdn.jtvnw.net/jtv_user_pictures/anomaly-profile_image-0be1a6abbc7a9f45-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Anomaly,2854183800,87780,125408,32514,2848863,1441033,36164772.0,Partner,False,English,https://www.twitch.tv/anomaly
14,https://static-cdn.jtvnw.net/jtv_user_pictures/35b02a12-d516-499e-90f8-7899f136fa18-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,riotgames,2351079105,78180,654205,30072,7358758,634937,47142006.0,Partner,False,English,https://www.twitch.tv/riotgames
15,https://static-cdn.jtvnw.net/jtv_user_pictures/6d33e15c-f918-468f-9a29-f56399786532-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Pestily,2234889600,136515,226470,16370,1480663,582368,29967281.0,Partner,False,English,https://www.twitch.tv/pestily
16,https://static-cdn.jtvnw.net/jtv_user_pictures/148c3b8a-a78b-4139-a429-7d3d90ce8a27-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,CohhCarnage,2198814150,187965,66023,11697,1714648,126778,39815294.0,Partner,False,English,https://www.twitch.tv/cohhcarnage
17,https://static-cdn.jtvnw.net/jtv_user_pictures/8f89b1cc-4c97-4e2b-a6d8-b288f3963bc5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Castro_1021,2138813655,106095,125133,20158,3716579,613935,24468184.0,Partner,False,English,https://www.twitch.tv/castro_1021
18,https://static-cdn.jtvnw.net/jtv_user_pictures/b3fc1f16-0818-4121-8711-c31b9469bc21-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,GamesDoneQuick,2090488575,98235,234826,21280,2071075,154959,49832354.0,Partner,False,English,https://www.twitch.tv/gamesdonequick
19,https://static-cdn.jtvnw.net/jtv_user_pictures/38bcb747-1d2e-42c0-ad59-6f11fa5e8c86-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,RocketLeague,2004013905,43500,204724,46068,4852987,1144278,77051892.0,Partner,False,English,https://www.twitch.tv/rocketleague
20,https://static-cdn.jtvnw.net/jtv_user_pictures/ab4a35d8-8008-41b8-b0e5-db622e4c0a6f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,ROSHTEIN,1948732350,153795,36442,12670,1041742,218282,22103995.0,Community,True,English,https://www.twitch.tv/roshtein
21,https://static-cdn.jtvnw.net/jtv_user_pictures/a6af42bf-64db-42f6-9db6-88d3e85e4c34-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,DrLupo,1919749845,178680,131048,10743,4396717,679691,59385508.0,Partner,False,English,https://www.twitch.tv/drlupo
22,https://static-cdn.jtvnw.net/jtv_user_pictures/b470b382-2bd7-489f-9755-1af47d0b0f6f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,LEC,1912132740,57570,388794,33213,2109683,678235,33166233.0,Partner,False,English,https://www.twitch.tv/lec
23,https://static-cdn.jtvnw.net/jtv_user_pictures/c754eebf-745b-4e0a-814a-10bcaecaabbc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,shroud,1893472500,64290,471281,29451,11300789,1466672,51619777.0,Partner,False,English,https://www.twitch.tv/shroud
24,https://static-cdn.jtvnw.net/jtv_user_pictures/3c3396bb-67d9-480c-95e5-2970a1f2aed4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,LCS,1854319605,36945,241509,50191,1967330,580815,34291706.0,Partner,False,English,https://www.twitch.tv/lcs
25,https://static-cdn.jtvnw.net/jtv_user_pictures/f700cd74-e74c-42a4-ba5b-18efb486eb92-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Clix,1820752545,93675,81926,19436,8581081,2247446,50119640.0,Partner,False,English,https://www.twitch.tv/clix
26,https://static-cdn.jtvnw.net/jtv_user_pictures/0b0601ac-1ec9-4d63-89a4-f8d3d14e6e78-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Mizkif,1737593715,146370,110172,11870,2156606,635429,24439339.0,Partner,False,English,https://www.twitch.tv/mizkif
27,https://static-cdn.jtvnw.net/jtv_user_pictures/1d41de3c-731d-41ae-b0e7-615ad74db8f3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Symfuhny,1677642645,166605,46532,10069,4124272,1055511,27717285.0,Partner,False,English,https://www.twitch.tv/symfuhny
28,https://static-cdn.jtvnw.net/jtv_user_pictures/3973e918fe7cc8c8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,MOONMOON,1629985590,122385,29193,13318,1183323,147659,13826887.0,Partner,False,English,https://www.twitch.tv/moonmoon
29,https://static-cdn.jtvnw.net/jtv_user_pictures/4334880b-4016-4106-bcb9-5626b0ec8d0b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Myth,1529436450,129390,122552,11819,7263528,1474518,44676332.0,Partner,False,English,https://www.twitch.tv/myth
30,https://static-cdn.jtvnw.net/jtv_user_pictures/8dcaf96d-68ee-4fc6-bfdc-fdfc564e134a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,LVNDMARK,1493005860,259620,96236,5750,1483913,361377,18422588.0,Partner,False,English,https://www.twitch.tv/lvndmark
31,https://static-cdn.jtvnw.net/jtv_user_pictures/f1e8adff-7097-4513-ab5c-e6f0f4ca44d2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Swagg,1465357245,138090,74199,10611,2387538,1072563,18071488.0,Partner,False,English,https://www.twitch.tv/swagg
32,https://static-cdn.jtvnw.net/jtv_user_pictures/da28bd64-f6a1-4b49-9b6b-0a6faf94c700-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100,Fresh,1457813985,126480,57431,11525,4469784,2283932,29864492.0,Community,False,English,https://www.twitch.tv/fresh
33,https://static-cdn.jtvnw.net/jtv_user_pictures/be4e8251-2cd7-453c-8a83-41412cfa48dc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Lord_Kebun,1442221950,118965,34830,12122,708949,93648,15142634.0,Partner,False,English,https://www.twitch.tv/lord_kebun
34,https://static-cdn.jtvnw.net/jtv_user_pictures/d0bd11ee-bd2e-4143-9171-b0b85875a94a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,LCK,1420207680,37320,171861,38054,2061479,329046,30457424.0,Partner,False,English,https://www.twitch.tv/lck
35,https://static-cdn.jtvnw.net/jtv_user_pictures/1f47965f-7961-4b64-ad6f-71808d7d7fe9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Trainwreckstv,1414694340,143370,82731,9866,2241071,632716,20218314.0,Partner,True,English,https://www.twitch.tv/trainwreckstv
36,https://static-cdn.jtvnw.net/jtv_user_pictures/2f5addde-fd0d-4a10-82a9-ea91ebb17f8d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Quin69,1411312050,176655,22694,7988,950819,76847,19191344.0,Partner,False,English,https://www.twitch.tv/quin69
37,https://static-cdn.jtvnw.net/jtv_user_pictures/912232e8-9e53-4fb7-aac4-14aed07869ca-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,pokimane,1394253495,62610,112160,22268,9457627,3181718,60372864.0,Partner,False,English,https://www.twitch.tv/pokimane
38,https://static-cdn.jtvnw.net/jtv_user_pictures/401068e0-820a-4d9f-9e7c-1e5563398458-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,nl_Kripp,1383436815,156690,36027,8828,1519568,50257,18620329.0,Partner,False,English,https://www.twitch.tv/nl_kripp
39,https://static-cdn.jtvnw.net/jtv_user_pictures/gorgc-profile_image-469e05d25a1e8594-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,Gorgc,1354764555,142620,56449,9498,774286,129394,22442012.0,Partner,False,English,https://www.twitch.tv/gorgc
40,https://static-cdn.jtvnw.net/jtv_user_pictures/feea7bcc-6e6c-489d-9a58-20058fc8be7a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Sykkuno,1325795070,96660,104187,13715,3785931,2201662,26741138.0,Partner,False,English,https://www.twitch.tv/sykkuno
41,https://static-cdn.jtvnw.net/jtv_user_pictures/d57c5237-ca9d-432c-9560-d5e62b28ce80-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,AdmiralBahroo,1324994715,148080,34541,8947,843917,61539,14148321.0,Partner,False,English,https://www.twitch.tv/admiralbahroo
42,https://static-cdn.jtvnw.net/jtv_user_pictures/3abf196b-0d2f-44f3-93b2-e5121219899f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,ONSCREEN,1286649990,144015,88516,8933,873421,665664,27892584.0,Partner,False,English,https://www.twitch.tv/onscreen
43,https://static-cdn.jtvnw.net/jtv_user_pictures/941b4ebc-23c9-4bee-893c-ac636a11ef4f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,dasMEHDI,1286256225,246720,47683,5213,463653,84555,8492805.0,Partner,True,English,https://www.twitch.tv/dasmehdi
